City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
312,Xunchang,CN,28.45,104.72,75.61,91,100,0.51,overcast clouds,0.0,0
313,Yumen,CN,40.28,97.2,66.54,28,7,3.74,clear sky,0.0,0
314,La Ronge,CA,55.1,-105.28,69.8,56,75,10.29,broken clouds,0.0,0
315,Monki,PL,53.41,22.8,63.0,87,88,11.79,overcast clouds,0.0,0
316,Vanino,RU,49.09,140.25,58.66,92,97,3.2,overcast clouds,0.0,0
317,Moranbah,AU,-22.0,148.05,62.65,84,62,18.05,broken clouds,0.0,0
318,Belousovka,KZ,50.13,82.52,57.2,87,2,2.24,clear sky,0.0,0
319,Sakrand,PK,26.14,68.27,87.8,70,3,6.93,haze,0.0,0
320,Kruisfontein,ZA,-34.0,24.73,52.47,93,51,5.23,broken clouds,0.0,0
321,Amuntai,ID,-2.42,115.25,73.15,98,91,1.3,moderate rain,0.0,0
322,Sabang,ID,5.89,95.32,82.15,77,99,4.76,light rain,1.14,0
323,Barra Do Garcas,BR,-15.89,-52.26,76.5,46,30,3.53,scattered clouds,0.3,0
324,Tura,IN,25.52,90.22,75.15,99,100,4.88,heavy intensity rain,0.0,0
325,Eureka,US,40.8,-124.16,69.01,18,12,5.01,few clouds,4.78,0
326,Namibe,AO,-15.2,12.15,61.86,81,0,8.68,clear sky,0.0,0
327,Nishihara,JP,26.18,127.76,84.2,83,40,11.41,scattered clouds,0.0,0
328,Zabol,AF,32.25,67.25,62.92,24,0,4.83,clear sky,0.0,0
329,Malabo,GQ,3.75,8.78,78.8,100,40,9.17,thunderstorm,0.0,0
330,Garh Maharaja,PK,30.83,71.91,99.19,29,0,12.01,clear sky,0.0,0
331,Codrington,AU,-38.27,141.97,46.31,76,100,10.51,overcast clouds,0.0,0
332,Pueblo,US,38.25,-104.61,99.0,7,1,8.05,clear sky,0.0,0
333,Bonthe,SL,7.53,-12.51,76.69,89,100,13.76,light rain,0.0,0
334,Taoudenni,ML,22.68,-3.98,94.35,10,0,4.41,clear sky,0.97,0
335,Kjollefjord,NO,70.95,27.35,45.84,93,100,12.77,overcast clouds,0.0,0
336,Cabedelo,BR,-6.98,-34.83,77.0,88,40,4.7,scattered clouds,0.0,0
337,Makakilo City,US,21.35,-158.09,87.8,48,75,10.29,broken clouds,0.0,0
338,Kedrovyy,RU,56.17,91.82,57.2,93,40,2.26,scattered clouds,0.0,0
339,Utete,TZ,-7.99,38.76,70.93,96,60,3.87,light rain,0.0,0
340,Tianpeng,CN,30.99,103.94,81.0,1,100,1.01,light rain,0.0,0
341,Leningradskiy,RU,69.38,178.42,52.21,65,91,12.26,overcast clouds,0.19,0
342,Effium,NG,6.63,8.06,80.6,78,75,6.93,broken clouds,0.0,0
343,Dolgorukovo,RU,52.32,38.35,54.81,91,45,6.82,scattered clouds,0.0,0
344,Dong Hoi,VN,17.48,106.6,83.43,70,95,7.81,overcast clouds,0.0,0
345,Nara,JP,34.69,135.8,75.99,100,75,4.7,light intensity shower rain,0.0,0
346,Sorland,NO,67.67,12.69,51.58,86,26,9.71,scattered clouds,0.0,0
347,Soldotna,US,60.49,-151.06,64.4,63,75,4.7,broken clouds,0.0,0
348,Danjiangkou,CN,32.54,111.51,78.1,81,98,5.28,overcast clouds,0.0,0
349,Kikwit,CD,-5.04,18.82,77.97,50,19,1.07,few clouds,0.0,0
350,Saint-Joseph,RE,-21.37,55.62,68.0,82,75,16.11,broken clouds,0.0,0
351,Guozhen,CN,34.37,107.36,79.38,51,100,1.21,overcast clouds,0.0,0
352,Lata,PT,40.16,-8.33,64.0,79,12,1.99,few clouds,0.0,0
353,Alnashi,RU,56.19,52.48,69.76,87,0,4.09,clear sky,0.0,0
354,Kununurra,AU,-15.77,128.73,60.8,33,15,3.36,few clouds,0.0,0
355,Oktyabrskiy,RU,54.48,53.47,68.34,78,0,2.68,clear sky,0.0,0
356,Wahiawa,US,21.5,-158.02,87.8,65,75,18.34,light intensity drizzle,0.0,0
357,Washington,US,47.5,-120.5,78.01,36,85,10.0,overcast clouds,0.0,0
358,Krasnoselkup,RU,65.7,82.47,58.6,62,60,17.87,broken clouds,0.0,0
359,Tilichiki,RU,60.47,166.1,51.28,92,100,5.3,overcast clouds,0.0,0
360,Natal,BR,-5.79,-35.21,77.0,88,40,5.82,scattered clouds,0.0,0
361,Bantou,CN,26.22,117.49,75.51,90,100,2.24,light rain,0.0,0
362,Arti,RU,56.42,58.53,68.18,86,0,0.74,clear sky,0.97,0
363,La Rioja,ES,42.25,-2.5,71.6,68,67,9.17,broken clouds,0.0,0
364,Akcakoca,TR,41.09,31.12,65.28,79,6,4.99,clear sky,0.0,0
365,Willowmore,ZA,-33.29,23.49,51.94,44,97,12.77,overcast clouds,0.0,0
366,Sao Borja,BR,-28.66,-56.0,47.5,84,0,5.39,clear sky,0.0,0
367,Witu,KE,-2.39,40.44,77.0,88,90,5.82,mist,0.0,0
368,Tevaitoa,PF,-16.78,-151.5,77.0,76,15,25.1,few clouds,0.0,0
369,Saint-Georges,GD,12.06,-61.75,84.2,79,20,11.41,few clouds,0.0,0
370,Nicoya,CR,10.15,-85.45,78.8,88,75,3.36,broken clouds,0.0,0
371,Hilo,US,19.73,-155.09,82.4,65,90,3.36,overcast clouds,0.0,0
372,Contamana,PE,-7.33,-75.02,75.81,86,10,3.56,light rain,0.0,0
373,Teguise,ES,29.06,-13.56,71.6,73,75,19.46,broken clouds,0.15,0
374,Le Pont-De-Claix,FR,45.12,5.71,70.0,51,47,8.01,scattered clouds,0.0,0
375,Zeya,RU,53.75,127.27,70.05,58,100,7.83,overcast clouds,0.0,0
376,San Patricio,MX,19.22,-104.7,86.0,74,75,11.41,broken clouds,0.0,0
377,Nome,US,64.5,-165.41,61.0,67,1,12.75,clear sky,0.0,0
378,Aktau,KZ,43.65,51.2,77.0,73,39,6.71,scattered clouds,0.0,0
379,Machali,CL,-34.18,-70.67,55.4,66,44,1.12,scattered clouds,0.0,0
380,Gera,DE,50.88,12.08,64.99,87,17,2.35,few clouds,0.0,0
381,Tagusao,PH,9.19,117.81,80.67,78,100,5.39,overcast clouds,0.0,0
382,Kortkeros,RU,61.81,51.58,69.8,73,0,4.47,clear sky,0.0,0
383,Alice Springs,AU,-23.7,133.88,41.0,48,0,4.7,clear sky,0.0,0
384,Novo Aripuana,BR,-5.12,-60.38,80.08,61,52,0.63,broken clouds,0.0,0
385,Guerrero Negro,MX,27.98,-114.06,80.58,39,28,15.5,scattered clouds,0.0,0
386,Otane,NZ,-39.88,176.63,50.92,64,0,5.77,clear sky,0.0,0
387,Miracema Do Tocantins,BR,-9.56,-48.4,78.28,32,14,4.32,few clouds,0.0,0
388,Arteaga,MX,18.47,-102.42,76.39,78,95,2.26,light rain,0.0,0
389,Spasskoye,RU,44.61,132.8,67.93,80,1,1.16,clear sky,0.99,0
390,Laguna,US,38.42,-121.42,98.01,18,5,5.82,clear sky,0.0,0
391,Luang Prabang,LA,19.89,102.13,74.55,86,100,1.74,overcast clouds,0.0,0
392,Pemangkat,ID,1.17,108.97,78.1,87,100,14.12,light rain,0.0,0
393,Sao Felipe,BR,-14.82,-41.38,73.45,60,58,5.06,broken clouds,0.84,0
394,Kondinskoye,RU,59.65,67.41,63.03,90,0,6.98,clear sky,0.0,0
395,Roma,US,43.21,-75.46,93.2,38,1,3.36,clear sky,0.0,0
396,Maceio,BR,-9.67,-35.74,73.4,94,75,3.36,broken clouds,0.0,0
397,Kaitangata,NZ,-46.28,169.85,50.0,70,62,7.0,broken clouds,0.0,0
398,Chokurdakh,RU,70.63,147.92,55.65,62,100,10.36,overcast clouds,0.0,0
399,Matay,EG,28.42,30.78,79.23,63,0,11.83,clear sky,0.0,0
400,Muisne,EC,0.6,-80.03,74.62,88,83,12.57,broken clouds,0.0,0
401,Zykovo,RU,55.95,93.15,57.2,93,40,2.26,scattered clouds,0.0,0
402,Manakara,MG,-22.13,48.02,63.43,85,1,4.72,clear sky,0.0,0
403,Nantucket,US,41.28,-70.1,75.0,88,1,8.05,clear sky,0.0,0
404,Jiazi,CN,22.88,116.07,83.08,85,100,11.88,overcast clouds,0.0,0
405,Pervoye Maya,RU,56.16,44.72,61.0,100,40,6.71,scattered clouds,0.0,0
406,Pevek,RU,69.7,170.31,43.9,99,100,3.24,light rain,0.0,0
407,Vao,NC,-22.67,167.48,67.35,71,0,20.89,clear sky,0.41,0
408,Ust-Maya,RU,60.42,134.53,55.09,96,100,10.63,moderate rain,0.0,0
409,Svetlyy,RU,54.67,20.13,57.2,93,90,2.24,light rain,3.39,0
410,Monte Patria,CL,-30.69,-70.95,62.64,32,82,1.79,broken clouds,0.0,0
411,Abu Zabad,SD,12.35,29.25,79.02,68,83,8.03,broken clouds,0.0,0
412,Hualmay,PE,-11.1,-77.61,62.22,79,8,10.69,clear sky,0.0,0
413,Russell,US,32.35,-85.2,91.4,55,20,4.7,few clouds,0.0,0
414,Great Yarmouth,GB,52.61,1.73,57.99,99,100,14.0,overcast clouds,0.0,0
415,El Dorado,US,33.21,-92.67,91.4,63,20,3.36,few clouds,0.0,0
416,Virginia Beach,US,36.85,-75.98,82.4,74,75,12.75,broken clouds,0.0,0
417,Itatskiy,RU,56.07,89.04,56.89,83,100,1.41,overcast clouds,0.0,0
418,Inirida,CO,3.87,-67.92,75.49,95,100,2.04,light rain,0.0,0
419,Guasdualito,VE,7.24,-70.73,84.2,74,40,2.73,scattered clouds,0.49,0
420,Porbandar,IN,21.64,69.61,83.35,81,40,16.58,light rain,0.0,0
421,Cabrero,CL,-37.03,-72.4,48.2,100,90,14.99,light rain,0.31,0
422,Taldan,RU,53.67,124.8,66.07,91,78,4.34,broken clouds,0.0,0
423,Yzeure,FR,46.56,3.35,69.01,72,1,3.36,clear sky,0.0,0
424,Port Macquarie,AU,-31.43,152.92,55.99,98,85,6.46,overcast clouds,0.0,0
425,Lavrentiya,RU,65.58,-171.0,52.79,71,12,5.26,few clouds,0.0,0
426,Netolice,CZ,49.05,14.2,63.0,74,6,5.59,clear sky,0.0,0
427,Okato,NZ,-39.2,173.88,48.0,61,28,1.01,scattered clouds,0.0,0
428,Srandakan,ID,-7.94,110.25,74.21,87,98,5.91,overcast clouds,0.0,0
429,Tiznit,MA,29.58,-9.5,69.67,48,0,0.96,clear sky,0.0,0
430,Sebrovo,RU,50.1,43.3,66.99,74,4,8.01,clear sky,0.0,0
431,Nieves,PH,15.33,120.95,80.6,78,75,2.24,broken clouds,0.0,0
432,Pandan,PH,14.05,124.17,82.45,77,100,5.93,overcast clouds,0.0,0
433,Wattegama,LK,6.8,81.48,75.24,86,93,3.74,overcast clouds,0.0,0
434,Cururupu,BR,-1.83,-44.87,75.65,88,11,3.4,few clouds,0.0,0
435,Palmer,US,42.16,-72.33,89.6,52,1,8.05,clear sky,0.0,0
436,Naze,JP,28.37,129.48,84.2,94,75,17.22,broken clouds,0.0,0
437,Uglekamensk,RU,43.22,133.23,71.02,62,4,1.54,clear sky,0.0,0
438,Nhulunbuy,AU,-12.23,136.77,77.0,78,90,11.41,overcast clouds,0.0,0
439,Hamamatsu,JP,34.7,137.73,77.0,98,100,3.56,light rain,0.0,0
440,Mtambile,TZ,-5.38,39.7,76.64,80,3,13.56,clear sky,0.25,0
441,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,76.68,84,46,8.01,light rain,0.0,0
442,Bundaberg,AU,-24.85,152.35,60.8,87,90,6.93,overcast clouds,0.42,0
443,Hofn,IS,64.25,-15.21,52.88,66,84,9.75,broken clouds,0.0,0
444,Luganville,VU,-15.53,167.17,77.0,94,75,8.05,broken clouds,0.0,0
445,Gamba,GA,-2.65,10.0,72.95,88,98,5.93,overcast clouds,0.0,0
446,Rawson,AR,-43.3,-65.1,41.94,79,70,17.34,broken clouds,0.0,0
447,Mucurapo,TT,10.67,-61.53,84.2,66,20,13.87,few clouds,0.0,0
448,Sao Joao Da Barra,BR,-21.64,-41.05,71.29,80,1,17.87,clear sky,0.0,0
449,Marsa Matruh,EG,31.35,27.25,77.0,78,0,5.82,clear sky,0.0,0
450,Xichang,CN,27.9,102.26,68.04,84,100,1.28,heavy intensity rain,0.0,0
451,Sur,OM,22.57,59.53,92.32,45,100,8.97,overcast clouds,0.0,0
452,Nador,MA,35.17,-2.93,75.2,83,47,2.24,scattered clouds,0.0,0
453,Burgeo,CA,47.62,-57.62,53.85,90,100,13.91,overcast clouds,0.0,0
454,Pangnirtung,CA,66.15,-65.71,46.4,81,20,11.41,few clouds,0.0,0
455,Bud,US,39.45,-86.18,90.0,55,40,4.7,scattered clouds,0.0,0
456,Campbell River,CA,50.02,-125.24,66.0,93,75,9.17,light intensity shower rain,0.0,0
457,Cameta,BR,-2.24,-49.5,83.05,70,100,3.24,overcast clouds,0.0,0
458,Grindavik,IS,63.84,-22.43,50.0,76,75,10.29,broken clouds,0.0,0
459,Jacareacanga,BR,-6.22,-57.75,80.33,54,31,1.48,scattered clouds,0.0,0
460,Sabha,LY,27.04,14.43,81.9,21,0,9.84,clear sky,0.0,0
461,Amacuzac,MX,18.58,-99.35,81.0,61,75,5.82,broken clouds,0.0,0
462,Daltenganj,IN,24.03,84.07,81.46,76,97,7.99,light rain,0.0,0
463,Buala,SB,-8.14,159.59,83.37,76,60,12.48,light rain,0.49,0
464,Shahdadkot,PK,27.85,67.91,93.33,50,0,15.43,clear sky,0.56,0
465,Mbulu,TZ,-3.85,35.53,56.41,94,66,16.58,broken clouds,0.0,0
466,Buraydah,SA,26.33,43.98,86.0,25,0,6.93,clear sky,0.0,0
467,Presidente Medici,BR,-11.18,-61.9,78.06,54,1,2.24,clear sky,0.0,0
468,Katsuura,JP,35.13,140.3,77.0,86,93,5.99,overcast clouds,0.0,0
469,Ridgecrest,US,35.62,-117.67,105.8,4,20,11.41,few clouds,0.0,0
470,Port Shepstone,ZA,-30.74,30.45,67.39,38,96,8.93,overcast clouds,0.0,0
471,Okoneshnikovo,RU,54.84,75.08,68.31,92,92,13.42,overcast clouds,0.0,0
472,Kavaratti,IN,10.57,72.64,83.7,74,100,11.34,overcast clouds,0.0,0
473,Camara De Lobos,PT,32.63,-16.97,77.0,36,20,18.34,few clouds,0.0,0
474,Robertsport,LR,6.75,-11.37,77.56,84,96,14.65,light rain,0.0,0
475,Gornopravdinsk,RU,60.05,69.9,56.7,95,6,6.04,clear sky,0.97,0
476,Lannion,FR,48.75,-3.42,59.0,100,90,10.29,overcast clouds,0.0,0
477,Port Augusta,AU,-32.5,137.77,46.0,70,40,2.24,scattered clouds,0.0,0
478,Mitsamiouli,KM,-11.38,43.28,76.66,75,1,12.06,clear sky,0.0,0
479,Mus,TR,39.0,41.75,61.11,67,17,4.29,few clouds,0.0,0
480,Iqaluit,CA,63.75,-68.51,46.4,81,75,11.41,broken clouds,0.0,0
481,Alta Floresta,BR,-9.88,-56.09,76.17,44,14,3.51,few clouds,0.0,0
482,Zyryanka,RU,65.75,150.85,66.07,63,37,3.47,light rain,0.0,0
483,Ilulissat,GL,69.22,-51.1,46.4,87,75,3.36,light intensity shower rain,0.31,0
484,Ossora,RU,59.24,163.07,53.74,88,100,8.16,overcast clouds,0.0,0
485,Kalabo,ZM,-14.97,22.68,58.44,36,0,4.12,clear sky,0.0,0
486,Vagur,FO,61.47,-6.81,50.52,84,91,11.95,light rain,0.0,0
487,Flinders,AU,-34.58,150.86,55.99,93,86,1.01,overcast clouds,0.11,0
488,Ushibuka,JP,32.19,130.02,75.29,92,100,16.71,moderate rain,0.0,0
489,Half Moon Bay,US,37.46,-122.43,69.8,77,1,14.99,haze,1.57,0
490,Abalak,RU,58.13,68.59,64.54,97,11,6.51,few clouds,0.0,0
491,Alappuzha,IN,9.49,76.33,75.43,93,100,3.44,light rain,0.0,0
492,Olga,RU,43.74,135.29,73.99,61,84,1.54,broken clouds,0.98,0
493,Port Moresby,PG,-9.44,147.18,78.8,88,40,11.41,haze,0.0,0
494,Sechura,PE,-5.56,-80.82,67.68,68,0,19.17,clear sky,0.0,0
495,Mao,ES,39.89,4.27,73.4,83,0,5.82,clear sky,0.0,0
496,Santa Fe,AR,-31.63,-60.7,55.0,59,0,4.0,clear sky,0.0,0
497,Ikorodu,NG,6.62,3.5,77.0,94,20,2.24,few clouds,0.0,0
498,Awjilah,LY,29.11,21.29,80.4,46,0,8.57,clear sky,0.0,0
499,Saint-Augustin,CA,51.23,-58.65,56.46,94,100,12.39,overcast clouds,0.0,0
500,Yelatma,RU,54.97,41.75,54.14,86,7,3.49,clear sky,0.0,0
501,Muyezerskiy,RU,63.93,31.65,48.15,85,0,7.87,clear sky,0.0,0
502,The Valley,AI,18.22,-63.06,86.0,66,20,11.41,few clouds,0.0,0
503,Moree,AU,-29.47,149.85,55.4,82,90,10.29,overcast clouds,0.0,0
504,Borogontsy,RU,62.67,131.17,66.67,53,83,10.13,broken clouds,0.0,0
505,Stornoway,GB,58.21,-6.39,48.99,93,100,4.7,overcast clouds,0.0,0
506,Dunedin,NZ,-45.87,170.5,51.01,67,78,5.99,broken clouds,0.0,0
507,Carballo,ES,43.21,-8.69,61.0,96,94,3.0,overcast clouds,0.0,0
508,Puri,IN,19.8,85.85,82.4,94,20,6.93,haze,0.0,0
509,Abu Samrah,SY,35.3,37.18,69.69,69,0,9.19,clear sky,0.0,0
510,Gorom-Gorom,BF,14.44,-0.24,93.24,34,65,11.41,broken clouds,0.0,0
511,Mayo,US,38.89,-76.51,87.01,66,1,11.41,clear sky,0.0,0
512,Manzanillo,CU,20.34,-77.12,87.28,65,33,3.27,scattered clouds,0.0,0
513,Cascas,PE,-7.48,-78.82,66.04,55,65,2.68,broken clouds,0.0,0
514,Lasa,IT,46.62,10.7,60.8,87,5,1.12,clear sky,0.0,0
515,Newport,GB,51.59,-3.0,59.0,96,100,8.66,overcast clouds,0.0,0
516,Marzuq,YE,14.4,46.47,85.96,36,65,2.1,broken clouds,0.0,0
517,Muborak,UZ,39.26,65.15,83.08,24,0,13.29,clear sky,0.0,0
518,Saint-Leu,RE,-21.15,55.28,68.0,82,75,16.11,broken clouds,0.0,0
519,Balfour,ZA,-26.66,28.59,46.99,90,0,1.01,clear sky,0.0,0
520,Deputatskiy,RU,69.3,139.9,55.65,65,46,4.47,scattered clouds,0.0,0
521,Cody,US,44.53,-109.06,87.01,21,1,5.82,clear sky,0.0,0
522,Buenos Aires,AR,-34.61,-58.38,54.0,62,2,5.82,clear sky,0.0,0
523,Banda Aceh,ID,5.56,95.32,79.81,77,97,4.05,overcast clouds,0.0,0
524,Sebezh,RU,56.3,28.47,48.18,97,1,4.63,clear sky,0.0,0
525,Jiayuguan,CN,39.82,98.3,65.95,27,14,2.24,few clouds,0.0,0
526,Hobyo,SO,5.35,48.53,77.67,82,71,25.86,broken clouds,0.0,0
527,Sovetskaya Gavan,RU,48.97,140.29,57.06,93,98,6.55,overcast clouds,0.0,0
528,Aginskoye,RU,51.1,114.53,69.15,63,6,12.24,clear sky,0.0,0
529,Keita,NE,14.76,5.77,91.4,43,46,9.17,scattered clouds,0.0,0
530,Mount Darwin,ZW,-16.77,31.58,60.94,81,68,4.52,broken clouds,0.0,0
531,Skara,SE,58.39,13.44,46.4,100,16,2.24,fog,0.0,0
532,Siniscola,IT,40.57,9.69,71.6,83,0,1.12,clear sky,0.0,0
533,Nyaunglebin,MM,17.95,96.73,76.69,92,100,2.84,overcast clouds,0.0,0
534,Santa Cruz Cabralia,BR,-16.28,-39.02,73.4,83,20,4.7,few clouds,0.0,0
535,Bianzhuang,CN,34.85,118.04,71.56,84,1,5.06,clear sky,0.0,0
536,Madingou,CG,-4.15,13.55,73.29,82,42,5.93,light rain,0.0,0
537,Andra,RU,62.51,65.89,57.15,68,18,3.98,few clouds,0.21,0
538,Singarayakonda,IN,15.25,80.03,82.31,76,100,10.98,moderate rain,0.0,0
539,Panaba,MX,21.28,-88.27,83.86,81,51,11.77,light rain,2.14,0
540,Kidal,ML,18.44,1.41,91.17,25,77,6.53,broken clouds,0.5,0
541,Chernolesskoye,RU,44.72,43.71,69.78,71,95,7.36,overcast clouds,0.0,0
542,Caravelas,BR,-17.71,-39.25,71.37,86,0,5.41,clear sky,0.0,0
543,Strezhevoy,RU,60.73,77.59,57.2,71,75,8.95,broken clouds,0.0,0
544,Sahuaripa,MX,29.05,-109.23,98.28,34,14,3.38,few clouds,0.0,0
545,Aksay,RU,47.26,39.87,61.0,82,5,6.71,clear sky,0.0,0
546,Hovd,MN,48.01,91.64,59.43,51,44,3.74,scattered clouds,0.0,0
547,Antsohihy,MG,-14.88,47.99,68.7,61,0,11.14,clear sky,0.0,0
548,Yar-Sale,RU,66.83,70.83,54.61,73,0,11.88,clear sky,0.0,0
549,Panama City,PA,8.99,-79.52,87.01,70,40,6.93,scattered clouds,0.0,0
550,San Felipe,VE,10.34,-68.74,73.94,85,64,4.18,broken clouds,0.0,0
551,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.13,90,93,11.81,overcast clouds,0.0,0
552,Evensk,RU,61.95,159.23,54.82,87,100,0.47,overcast clouds,0.0,0
553,Kamenka,RU,51.32,42.77,63.0,82,3,5.01,clear sky,0.0,0
554,Hargeysa,SO,9.56,44.06,72.99,57,62,25.37,broken clouds,0.0,0
555,Mossendjo,CG,-2.95,12.73,68.61,96,99,4.54,moderate rain,0.0,0
556,Sola,VU,-13.88,167.55,79.83,83,27,23.96,scattered clouds,1.55,0
557,Vanavara,RU,60.34,102.28,53.98,71,36,2.06,scattered clouds,0.0,0
558,Tacuarembo,UY,-31.73,-55.98,43.68,89,0,5.41,clear sky,0.0,0
559,Bartlesville,US,36.75,-95.98,86.0,69,1,10.89,clear sky,0.0,0
560,Niquero,CU,20.04,-77.58,85.98,66,17,14.0,few clouds,0.0,0
561,Nalhati,IN,24.3,87.82,83.64,80,100,6.69,light rain,0.0,0
562,Hayvoron,UA,48.34,29.87,57.85,83,60,3.56,broken clouds,0.24,0
563,Aksu,CN,41.12,80.26,70.92,37,33,3.47,scattered clouds,0.0,0
564,Fruitvale,US,39.08,-108.5,97.0,2,1,18.34,clear sky,0.0,0
565,Berdigestyakh,RU,62.1,126.7,57.78,92,100,9.44,light rain,0.0,0
566,Bakel,SN,14.9,-12.46,93.16,42,66,16.35,broken clouds,0.12,0
567,Kahului,US,20.89,-156.47,82.99,83,14,8.01,few clouds,0.0,0
568,Abeche,TD,13.83,20.83,78.33,67,100,11.34,overcast clouds,0.0,0
569,Jamame,SO,0.07,42.75,76.48,84,46,9.44,scattered clouds,0.0,0
570,Zhangye,CN,38.93,100.45,69.35,32,0,5.77,clear sky,0.0,0
571,Udgir,IN,18.38,77.12,73.69,90,100,7.61,overcast clouds,0.0,0
572,Kalat,PK,29.02,66.59,66.42,26,21,3.83,few clouds,0.0,0
573,Malakal,SS,9.53,31.66,75.88,75,90,3.22,overcast clouds,0.0,0
574,Qiongshan,CN,20.01,110.35,82.4,78,100,8.95,overcast clouds,0.0,0
575,Dawei,MM,14.08,98.2,77.94,88,100,1.54,light rain,0.0,0
576,Necochea,AR,-38.55,-58.74,46.99,81,100,13.0,light rain,0.26,0
577,Pritomskiy,RU,53.77,87.61,59.47,93,99,5.41,light rain,0.0,0
578,Kenitra,MA,34.26,-6.58,69.8,77,40,6.93,scattered clouds,0.27,0
